종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"068400","AJ렌터카 ","14050","300","2.18","860","16.34",,,"9426","1.49","0","0.00"
"006840","AK홀딩스 ","78000","-800","-1.02","5549","14.06",,,"42221","1.85","350","0.45"
"027410","BGF리테일 ","160000","500","0.31","4238","37.75",,,"22686","7.05","600","0.38"
"138930","BNK금융지주 ","14200","-150","-1.05","3809","3.73",,,"20333","0.70","200","1.41"
"001460","BYC ","374500","-500","-0.13","30221","12.39",,,"434980","0.86","800","0.21"
"001465","BYC우 ","185000","-1500","-0.80",,,,,,,"850","0.46"
"001040","CJ ","296000","-2000","-0.67","7375","40.14",,,"108643","2.72","950","0.32"
"079160","CJ CGV ","128000","4000","3.23","787","162.64",,,"18048","7.09","350","0.27"
"000120","CJ대한통운 ","194000","4000","2.11","2510","77.29",,,"98141","1.98","0","0.00"
"011150","CJ씨푸드 ","3205","25","0.79","91","35.22",,,"1310","2.45","0","0.00"
"011155","CJ씨푸드1우 ","21500","1700","8.59",,,,,,,"0","0.00"
"001045","CJ우 ","145000","0","0.00",,,,,,,"1000","0.69"
"097950","CJ제일제당 ","441000","8000","1.85","6530","67.53",,,"206344","2.14","2000","0.45"
"097955","CJ제일제당 우 ","260500","7500","2.96",,,,,,,"2050","0.79"
"037560","CJ헬로비전 ","12800","0","0.00","332","38.55",,,"11653","1.10","75","0.59"
"000590","CS홀딩스 ","78800","-700","-0.88","6412","12.29",,,"165649","0.48","0","0.00"
"139130","DGB금융지주 ","11700","100","0.86","1714","6.83",,,"21797","0.54","320","2.74"
"004840","DRB동일 ","14200","350","2.53","2321","6.12",,,"14629","0.97","60","0.42"
"155660","DSR ","3545","105","3.05","423","8.38",,,"6948","0.51","30","0.85"
"069730","DSR제강 ","3395","-20","-0.59","507","6.70",,,"7555","0.45","30","0.88"
"017940","E1 ","71700","1700","2.43","7096","10.10",,,"166331","0.43","2000","2.79"
"007700","F&F ","20300","650","3.31","908","22.36",,,"12307","1.65","150","0.74"
"114090","GKL ","31100","450","1.47","1884","16.51",,,"6974","4.46","1002","3.22"
"078930","GS ","49750","200","0.40",,,,,"62374","0.80","1200","2.41"
"006360","GS건설 ","26800","950","3.68",,,,,"46070","0.58","0","0.00"
"001250","GS글로벌 ","7400","40","0.54","320","23.13",,,"11121","0.67","125","1.69"
"007070","GS리테일 ","46700","600","1.30","1445","32.32",,,"21838","2.14","600","1.28"
"078935","GS우 ","32750","1550","4.97",,,,,,,"1250","3.82"
"035000","GⅡR ","10550","-400","-3.65","597","17.67",,,"7568","1.39","200","1.90"
"001500","HMC투자증권 ","11250","0","0.00","225","50.00",,,"22972","0.49","150","1.33"
"011420","IB월드와이드 ","2970","10","0.34",,,,,"1183","2.51","0","0.00"
"003560","IHQ ","2960","165","5.90",,,,,"794","3.73","0","0.00"
"175330","JB금융지주 ","6630","-70","-1.04","5281","1.26",,,"14769","0.45","100","1.51"
"001060","JW중외제약 ","40100","-1200","-2.91","42","954.76",,,"13473","2.98","125","0.31"
"001067","JW중외제약2우B ","32700","700","2.19",,,,,,,"125","0.38"
"001065","JW중외제약우 ","28000","-100","-0.36",,,,,,,"150","0.54"
"096760","JW홀딩스 ","11600","0","0.00",,,,,"1777","6.53","25","0.22"
"105560","KB금융 ","36900","0","0.00","3626","10.18",,,"70700","0.52","780","2.11"
"002380","KCC ","491000","4000","0.82","33250","14.77",,,"589064","0.83","9000","1.83"
"009070","KCTC ","3290","-90","-2.66","555","5.93",,,"5438","0.61","30","0.91"
"009440","KC그린홀딩스 ","10100","-100","-0.98","111","90.99",,,"6479","1.56","50","0.50"
"119650","KC코트렐 ","9590","40","0.42",,,,,"6032","1.59","0","0.00"
"092220","KEC ","1545","110","7.67","89","17.36",,,"2490","0.62","0","0.00"
"109070","KGP ","1665","-355","-17.57",,,,,"275","6.05","0","0.00"
"001390","KG케미칼 ","20850","450","2.21","1275","16.35",,,"18227","1.14","350","1.68"
"001940","KISCO홀딩스 ","75000","2500","3.45","1665","45.05",,,"177506","0.42","900","1.20"
"083420","KPX그린케미칼 ","5190","-120","-2.26","649","8.00",,,"5791","0.90","160","3.08"
"025000","KPX케미칼 ","58000","-600","-1.02","8243","7.04",,,"77767","0.75","1750","3.02"
"092230","KPX홀딩스 ","76400","-500","-0.65","6713","11.38",,,"127291","0.60","2100","2.75"
"000040","KR모터스 ","1080","25","2.37",,,,,"385","2.81","0","0.00"
"044450","KSS해운 ","18700","300","1.63","1815","10.30",,,"15902","1.18","200","1.07"
"030200","KT ","28450","50","0.18",,,,,"39604","0.72","0","0.00"
"033780","KT&G ","94900","500","0.53","6558","14.47",,,"41012","2.31","3400","3.58"
"030210","KTB투자증권 ","3405","105","3.18",,,,,"5330","0.64","0","0.00"
"058850","KTcs ","4240","60","1.44","334","12.69",,,"3357","1.26","120","2.83"
"093050","LF ","30300","350","1.17","2772","10.93",,,"33599","0.90","500","1.65"
"003550","LG ","61800","2300","3.87","4804","12.86",,,"69664","0.89","1000","1.62"
"034220","LG디스플레이 ","25850","700","2.78","2527","10.23",,,"31948","0.81","500","1.93"
"001120","LG상사 ","38900","850","2.23",,,,,"36809","1.06","300","0.77"
"068870","LG생명과학 ","70300","1100","1.59",,,,,"14817","4.74","0","0.00"
"068875","LG생명과학우 ","38400","-850","-2.17",,,,,,,"0","0.00"
"051900","LG생활건강 ","774000","15000","1.98","20842","37.14",,,"92417","8.38","4000","0.52"
"051905","LG생활건강우 ","339000","4500","1.35",,,,,,,"4050","1.19"
"003555","LG우 ","37450","550","1.49",,,,,,,"1050","2.80"
"032640","LG유플러스 ","9860","90","0.92","523","18.85",,,"9567","1.03","150","1.52"
"011070","LG이노텍 ","100500","-3500","-3.37","4761","21.11",,,"71681","1.40","250","0.25"
"066570","LG전자 ","47200","50","0.11","2213","21.33",,,"64808","0.73","400","0.85"
"066575","LG전자우 ","22950","-150","-0.65",,,,,,,"450","1.96"
"108670","LG하우시스 ","149000","-2000","-1.32","6456","23.08",,,"82637","1.80","1800","1.21"
"108675","LG하우시스우 ","79600","-1400","-1.73",,,,,,,"1850","2.32"
"051910","LG화학 ","278500","7000","2.58","11798","23.61",,,"164275","1.70","4000","1.44"
"051915","LG화학우 ","188000","4000","2.17",,,,,,,"4050","2.15"
"002550","LIG손해보험 ","28850","200","0.70","2686","10.74",,,"29141","0.99","500","1.73"
"006260","LS ","43450","1350","3.21","1620","26.82",,,"74691","0.58","1250","2.88"
"000680","LS네트웍스 ","4020","0","0.00","7","574.29",,,"9761","0.41","10","0.25"
"000687","LS네트웍스전환상환2우B ","5280","-350","-6.22",,,,,,,"327","6.19"
"010120","LS산전 ","45700","1150","2.58","3642","12.55",,,"33098","1.38","1300","2.84"
"023150","MH에탄올 ","14350","900","6.69",,,,,"7154","2.01","200","1.39"
"035420","NAVER ","634000","-17000","-2.61","15277","41.50",,,"54486","11.64","782","0.12"
"181710","NHN엔터테인먼트 ","59600","1200","2.05","3249","18.34",,,"64963","0.92","0","0.00"
"005940","NH투자증권 ","12200","100","0.83","388","31.44",,,"14550","0.84","160","1.31"
"005945","NH투자증권우 ","8080","170","2.15",,,,,,,"210","2.60"
"034310","NICE ","19950","750","3.91","848","23.53",,,"11795","1.69","110","0.55"
"008260","NI스틸 ","2405","25","1.05","186","12.93",,,"2552","0.94","50","2.08"
"004250","NPC ","6310","50","0.80","644","9.80",,,"4404","1.43","70","1.11"
"004255","NPC우 ","3220","-235","-6.80",,,,,,,"75","2.33"
"010060","OCI ","90000","2200","2.51",,,,,"116845","0.77","200","0.22"
"005490","POSCO ","224000","0","0.00","7432","30.14",,,"476991","0.47","8000","3.57"
"100840","S&TC ","21800","-200","-0.91","1590","13.71",,,"29319","0.74","500","2.29"
"064960","S&T모티브 ","66500","1900","2.94","4371","15.21",,,"40062","1.66","800","1.20"
"003570","S&T중공업 ","12800","-100","-0.78","85","150.59",,,"20149","0.64","100","0.78"
"036530","S&T홀딩스 ","27950","400","1.45","1999","13.98",,,"37023","0.75","200","0.72"
"010950","S-Oil ","67600","1500","2.27",,,,,"42100","1.61","150","0.22"
"010955","S-Oil우 ","41750","400","0.97",,,,,,,"175","0.42"
"034120","SBS ","32000","250","0.79",,,,,"29596","1.08","0","0.00"
"101060","SBS미디어홀딩스 ","4015","125","3.21","118","34.03",,,"4732","0.85","25","0.62"
"004060","SG세계물산 ","704","-1","-0.14",,,,,"984","0.72","0","0.00"
"001380","SG충남방적 ","1805","55","3.14",,,,,"2984","0.60","0","0.00"
"002360","SH에너지화학 ","1725","-5","-0.29","147","11.73",,,"741","2.33","45","2.61"
"009160","SIMPAC ","7510","10","0.13","530","14.17",,,"7518","1.00","80","1.07"
"123700","SJM ","7090","40","0.57","1002","7.08",,,"8750","0.81","200","2.82"
"025530","SJM홀딩스 ","5550","90","1.65","612","9.07",,,"8382","0.66","200","3.60"
"003600","SK ","198000","3000","1.54",,,,,"213066","0.93","2500","1.26"
"034730","SK C&C ","276500","8000","2.98","2891","95.64",,,"51709","5.35","2000","0.72"
"011790","SKC ","36800","1350","3.81","1931","19.06",,,"33491","1.10","550","1.49"
"018670","SK가스 ","91600","2600","2.92","11561","7.92",,,"135621","0.68","2000","2.18"
"001740","SK네트웍스 ","8980","100","1.13","127","70.71",,,"10172","0.88","100","1.11"
"001745","SK네트웍스우 ","86200","15300","21.58",,,,,,,"125","0.15"
"003605","SK우 ","165500","1500","0.91",,,,,,,"2550","1.54"
"096770","SK이노베이션 ","122000","1500","1.24",,,,,"160065","0.76","0","0.00"
"096775","SK이노베이션우 ","61200","600","0.99",,,,,,,"0","0.00"
"001510","SK증권 ","1415","20","1.43","11","128.64",,,"1187","1.19","0","0.00"
"001515","SK증권우 ","2520","-190","-7.01",,,,,,,"0","0.00"
"006120","SK케미칼 ","74400","-200","-0.27",,,,,"51892","1.43","300","0.40"
"006125","SK케미칼우 ","34850","-150","-0.43",,,,,,,"350","1.00"
"017670","SK텔레콤 ","250000","3000","1.21","25154","9.94",,,"179660","1.39","9400","3.76"
"000660","SK하이닉스 ","42300","-300","-0.70","5842","7.24",,,"24775","1.71","300","0.71"
"011810","STX ","4365","75","1.75","15611","0.28",,,"3138","1.39","0","0.00"
"077970","STX엔진 ","8990","20","0.22",,,,,,,"0","0.00"
"071970","STX중공업 ","7660","20","0.26",,,,,,,"0","0.00"
"002710","TCC동양 ","2435","50","2.10",,,,,"9890","0.25","50","2.05"
"024070","WISCOM ","5400","0","0.00","367","14.71",,,"7908","0.68","250","4.63"
"037270","YG PLUS ","4250","100","2.41",,,,,"1823","2.33","0","0.00"
"000500","가온전선 ","22750","-50","-0.22",,,,,"63147","0.36","600","2.64"
"035250","강원랜드 ","37000","-50","-0.13","1772","20.88",,,"12644","2.93","850","2.30"
"000860","건설화학 ","54000","900","1.69","5928","9.11",,,"61484","0.88","500","0.93"
"008020","경남에너지 ","7160","-50","-0.69","916","7.82",,,"8095","0.88","125","1.75"
"002100","경농 ","5460","90","1.68","435","12.55",,,"7443","0.73","220","4.03"
"012320","경동가스 ","121000","0","0.00","20943","5.78",,,"159537","0.76","1250","1.03"
"009450","경동나비엔 ","29400","-350","-1.18","727","40.44",,,"14753","1.99","100","0.34"
"000050","경방 ","248000","-2000","-0.80","4190","59.19",,,"236250","1.05","500","0.20"
"214390","경보제약 ","32000","-2250","-6.57","4014","7.97",,,"31757","1.01","3000","9.38"
"012610","경인양행 ","4590","65","1.44","255","18.00",,,"4593","1.00","50","1.09"
"009140","경인전자 ","26650","-50","-0.19",,,,,"36589","0.73","350","1.31"
"013580","계룡건설 ","12550","400","3.29",,,,,"28753","0.44","0","0.00"
"012200","계양전기 ","4720","165","3.62","191","24.71",,,"4498","1.05","45","0.95"
"012205","계양전기우 ","6020","-470","-7.24",,,,,,,"50","0.83"
"004200","고려개발 ","4385","0","0.00",,,,,"2846","1.54","0","0.00"
"002140","고려산업 ","2475","35","1.43","375","6.60",,,"3033","0.82","45","1.82"
"010130","고려아연 ","545000","10000","1.87","28362","19.22",,,"245570","2.22","6500","1.19"
"002240","고려제강 ","56600","1000","1.80","16590","3.41",,,"92274","0.61","350","0.62"
"009810","고려포리머 ","1680","-65","-3.72",,,,,"843","1.99","0","0.00"
"001290","골든브릿지증권 ","1375","35","2.61",,,,,"2212","0.62","0","0.00"
"009290","광동제약 ","16450","-100","-0.60","869","18.93",,,"5967","2.76","80","0.49"
"017040","광명전기 ","2335","15","0.65","192","12.16",,,"1638","1.43","0","0.00"
"017900","광전자 ","2165","-30","-1.37",,,,,"3833","0.56","0","0.00"
"037710","광주신세계 ","320000","-3000","-0.93","26397","12.12",,,"280391","1.14","1250","0.39"
"192530","광주은행 ","7650","50","0.66","313","24.44",,,"22229","0.34","0","0.00"
"030610","교보증권 ","11550","150","1.32","858","13.46",,,"17073","0.68","100","0.87"
"007690","국도화학 ","69100","100","0.14","3495","19.77",,,"63683","1.09","1000","1.45"
"005320","국동 ","13750","0","0.00","2011","6.84",,,"6099","2.25","0","0.00"
"001140","국보 ","19850","2150","12.15",,,,,"21983","0.90","50","0.25"
"002720","국제약품 ","4805","415","9.45",,,,,"3201","1.50","10","0.21"
"014530","극동유화 ","34950","0","0.00","2667","13.10",,,"34319","1.02","700","2.00"
"014280","금강공업 ","80000","1400","1.78","4164","19.21",,,"45639","1.75","400","0.50"
"014285","금강공업우 ","40450","1450","3.72",,,,,,,"450","1.11"
"008870","금비 ","71400","0","0.00","971","73.53",,,"79035","0.90","1000","1.40"
"001570","금양 ","1600","-30","-1.84",,,,,"1110","1.44","60","3.75"
"002990","금호산업 ","14100","200","1.44","3341","4.22",,,"8770","1.61","0","0.00"
"002995","금호산업우 ","18500","450","2.49",,,,,,,"0","0.00"
"011780","금호석유 ","70800","-500","-0.70","3557","19.90",,,"46561","1.52","1500","2.12"
"011785","금호석유우 ","39500","-100","-0.25",,,,,,,"1550","3.92"
"001210","금호전기 ","18700","250","1.36",,,,,"24735","0.76","0","0.00"
"073240","금호타이어 ","7270","230","3.27","860","8.45",,,"7652","0.95","0","0.00"
"092440","기신정기 ","8810","20","0.23","674","13.07",,,"7168","1.23","200","2.27"
"000270","기아차 ","45300","200","0.44","7393","6.13",,,"55466","0.82","1000","2.21"
"024110","기업은행 ","14450","150","1.05","1539","9.39",,,"23898","0.60","430","2.98"
"004540","깨끗한나라 ","5520","70","1.28","92","60.00",,,"5515","1.00","0","0.00"
"004545","깨끗한나라우 ","8560","480","5.94",,,,,,,"0","0.00"
"007460","나라케이아이씨 ","2615","165","6.73","1193","2.19",,,"1570","1.67","0","0.00"
"001260","남광토건 ","18000","1450","8.76",,,,,,,"0","0.00"
"008350","남선알미늄 ","1015","-40","-3.79","159","6.38",,,"792","1.28","0","0.00"
"008355","남선알미우 ","8370","-230","-2.67",,,,,,,"0","0.00"
"004270","남성 ","2720","625","29.83",,,,,"2019","1.35","25","0.92"
"003920","남양유업 ","698000","1000","0.14",,,,,"929253","0.75","1000","0.14"
"003925","남양유업우 ","288000","6000","2.13",,,,,,,"1050","0.36"
"002070","남영비비안 ","11250","1000","9.76","27","416.67",,,"20193","0.56","200","1.78"
"025860","남해화학 ","11800","600","5.36","379","31.13",,,"7412","1.59","60","0.51"
"005720","넥센 ","87500","400","0.46","15324","5.71",,,"120697","0.72","550","0.63"
"005725","넥센우 ","41050","250","0.61",,,,,,,"600","1.46"
"002350","넥센타이어 ","12500","-50","-0.40","1273","9.82",,,"9017","1.39","75","0.60"
"002355","넥센타이어1우B ","5630","120","2.18",,,,,,,"80","1.42"
"110570","넥솔론 ","956","102","11.94",,,,,,,"0","0.00"
"090350","노루페인트 ","12350","350","2.92","750","16.47",,,"11790","1.05","200","1.62"
"090355","노루페인트우 ","11800","50","0.43",,,,,,,"205","1.74"
"000320","노루홀딩스 ","27500","-1200","-4.18","2283","12.05",,,"20859","1.32","400","1.45"
"000327","노루홀딩스2우B ","27000","-400","-1.46",,,,,,,"405","1.50"
"000325","노루홀딩스우 ","21350","-250","-1.16",,,,,,,"405","1.90"
"006280","녹십자 ","256500","-3000","-1.16","7260","35.33",,,"76384","3.36","1250","0.49"
"005250","녹십자홀딩스 ","49850","-1150","-2.25","1259","39.59",,,"14224","3.50","300","0.60"
"005255","녹십자홀딩스1우 ","36550","-4950","-11.93",,,,,,,"305","0.83"
"005257","녹십자홀딩스2우 ","31300","-5600","-15.18",,,,,,,"300","0.96"
"004370","농심 ","290500","500","0.17","11241","25.84",,,"252302","1.15","4000","1.38"
"072710","농심홀딩스 ","130000","0","0.00","5530","23.51",,,"159349","0.82","2000","1.54"
"023590","다우기술 ","27700","-600","-2.12","1037","26.71",,,"16941","1.64","130","0.47"
"020120","다우인큐브 ","4010","10","0.25","234","17.14",,,"1292","3.10","30","0.75"
"015590","대경기계 ","1610","-20","-1.23","5","322.00",,,"1423","1.13","0","0.00"
"019680","대교 ","7480","310","4.32","444","16.85",,,"6040","1.24","230","3.07"
"019685","대교우B ","4855","40","0.83",,,,,,,"240","4.94"
"006370","대구백화점 ","15550","-50","-0.32","648","24.00",,,"37514","0.41","600","3.86"
"004130","대덕GDS ","9740","100","1.04","1024","9.51",,,"19252","0.51","300","3.08"
"004135","대덕GDS우 ","7310","60","0.83",,,,,,,"305","4.17"
"008060","대덕전자 ","7410","10","0.14","725","10.22",,,"8976","0.83","300","4.05"
"000490","대동공업 ","12250","50","0.41","237","51.69",,,"9488","1.29","60","0.49"
"008110","대동전자 ","5120","20","0.39","631","8.11",,,"9998","0.51","0","0.00"
"005750","대림B&Co ","16250","-400","-2.40","216","75.23",,,"9215","1.76","100","0.62"
"000210","대림산업 ","82000","5200","6.77",,,,,"109537","0.75","100","0.12"
"000215","대림산업우 ","31200","1400","4.70",,,,,,,"150","0.48"
"006570","대림통상 ","5940","-30","-0.50",,,,,"8292","0.72","150","2.53"
"001680","대상 ","35550","-200","-0.56","2562","13.88",,,"21042","1.69","300","0.84"
"001689","대상3우B ","34050","900","2.71",,,,,,,"310","0.91"
"001685","대상우 ","17200","50","0.29",,,,,,,"310","1.80"
"084690","대상홀딩스 ","25800","0","0.00","1002","25.75",,,"12335","2.09","170","0.66"
"084695","대상홀딩스우 ","11500","-150","-1.29",,,,,,,"180","1.57"
"128820","대성산업 ","5290","80","1.54",,,,,"2760","1.92","0","0.00"
"117580","대성에너지 ","6330","10","0.16","461","13.73",,,"10137","0.62","250","3.95"
"005620","대성합동지주 ","49150","100","0.20",,,,,"154476","0.32","0","0.00"
"016710","대성홀딩스 ","13500","50","0.37","1104","12.23",,,"22836","0.59","250","1.85"
"003540","대신증권 ","11650","300","2.64","574","20.30",,,"18932","0.62","250","2.15"
"003547","대신증권2우B ","7070","60","0.86",,,,,,,"250","3.54"
"003545","대신증권우 ","7480","90","1.22",,,,,,,"300","4.01"
"009190","대양금속 ","675","-55","-7.53",,,,,"78","8.65","0","0.00"
"014160","대영포장 ","1025","-10","-0.97","64","16.02",,,"1323","0.77","0","0.00"
"047040","대우건설 ","6180","0","0.00","255","24.24",,,"6327","0.98","0","0.00"
"009320","대우부품 ","1035","35","3.50","9","115.00",,,"641","1.61","0","0.00"
"047050","대우인터내셔널 ","25800","450","1.78","1620","15.93",,,"20887","1.24","500","1.94"
"042660","대우조선해양 ","13300","250","1.92","593","22.43",,,"25985","0.51","150","1.13"
"006800","대우증권 ","15250","150","0.99","638","23.90",,,"12228","1.25","250","1.64"
"006805","대우증권우 ","7920","40","0.51",,,,,,,"275","3.47"
"003090","대웅 ","99900","-600","-0.60","2794","35.76",,,"37011","2.70","500","0.50"
"069620","대웅제약 ","127000","-5500","-4.15","3056","41.56",,,"38241","3.32","700","0.55"
"000430","대원강업 ","4715","20","0.43","200","23.58",,,"6698","0.70","120","2.55"
"006340","대원전선 ","2100","-5","-0.24","20","105.00",,,"1063","1.98","0","0.00"
"006345","대원전선우 ","3005","-55","-1.80",,,,,,,"0","0.00"
"003220","대원제약 ","26950","2300","9.33","925","29.14",,,"7801","3.45","143","0.53"
"024890","대원화성 ","2730","95","3.61","182","15.00",,,"1251","2.18","0","0.00"
"000300","대유신소재 ","1160","5","0.43",,,,,"1113","1.04","0","0.00"
"002880","대유에이텍 ","2065","105","5.36","124","16.65",,,"1173","1.76","50","2.42"
"012800","대창 ","852","6","0.71",,,,,"1732","0.49","0","0.00"
"015230","대창단조 ","51500","-600","-1.15","9275","5.55",,,"65771","0.78","2000","3.88"
"001070","대한방직 ","100000","11000","12.36",,,,,"161631","0.62","0","0.00"
"006650","대한유화 ","193000","11000","6.04","10318","18.71",,,"128637","1.50","1500","0.78"
"001440","대한전선 ","6000","0","0.00",,,,,"299","20.07","0","0.00"
"084010","대한제강 ","8440","150","1.81",,,,,"15114","0.56","100","1.18"
"001790","대한제당 ","28400","50","0.18","760","37.37",,,"46511","0.61","550","1.94"
"001799","대한제당3우B ","27250","0","0.00",,,,,,,"575","2.11"
"001795","대한제당우 ","15450","50","0.32",,,,,,,"575","3.72"
"001130","대한제분 ","225000","3500","1.58","21885","10.28",,,"368193","0.61","2500","1.11"
"003490","대한항공 ","40500","2600","6.86",,,,,"33223","1.22","0","0.00"
"003495","대한항공우 ","18100","700","4.02",,,,,,,"0","0.00"
"005880","대한해운 ","22150","700","3.26","2958","7.49",,,"20199","1.10","0","0.00"
"003830","대한화섬 ","115000","500","0.44",,,,,"310949","0.37","0","0.00"
"016090","대현 ","2760","25","0.91","106","26.04",,,"2425","1.14","17","0.62"
"069460","대호에이엘 ","2350","-50","-2.08",,,,,"942","2.49","0","0.00"
"012510","더존비즈온 ","15000","1100","7.91","389","38.56",,,"3947","3.80","200","1.33"
"004830","덕성 ","12500","900","7.76","48","260.42",,,"3671","3.41","45","0.36"
"004835","덕성우 ","4490","50","1.13",,,,,,,"50","1.11"
"024900","덕양산업 ","2345","-45","-1.88","103","22.77",,,"1867","1.26","40","1.71"
"008000","도레이케미칼 ","19850","0","0.00",,,,,"6537","3.04","0","0.00"
"002150","도화엔지니어링 ","4645","5","0.11","92","50.49",,,"6343","0.73","100","2.15"
"001620","동국실업 ","2500","50","2.04",,,,,"6223","0.40","0","0.00"
"001230","동국제강 ","5260","80","1.54",,,,,"24728","0.21","0","0.00"
"023450","동남합성 ","42150","600","1.44","2288","18.42",,,"39321","1.07","200","0.47"
"004140","동방 ","2325","100","4.49",,,,,"4608","0.50","10","0.43"
"007590","동방아그로 ","8990","70","0.78","653","13.77",,,"8779","1.02","200","2.22"
"012030","동부 ","5770","150","2.67",,,,,"6053","0.95","0","0.00"
"005960","동부건설 ","483","0","0.00",,,,,"457","1.06","0","0.00"
"005965","동부건설우 ","469","0","0.00",,,,,,,"0","0.00"
"016380","동부제철 ","3830","-70","-1.79",,,,,"3257","1.18","0","0.00"
