종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"095570","AJ네트웍스 ","41500","0","0.00","2732","15.19",,,"23715","1.75","0","0.00"
"068400","AJ렌터카 ","11200","250","2.28","860","13.02",,,"9426","1.19","0","0.00"
"006840","AK홀딩스 ","56100","1000","1.81","5549","10.11",,,"42221","1.33","350","0.62"
"027410","BGF리테일 ","164000","3000","1.86","4238","38.70",,,"22686","7.23","600","0.37"
"138930","BNK금융지주 ","9700","230","2.43","3661","2.65",,,"19542","0.50","200","2.06"
"001460","BYC ","520000","6000","1.17","30221","17.21",,,"434980","1.20","800","0.15"
"001465","BYC우 ","228500","-500","-0.22",,,,,,,"850","0.37"
"001040","CJ ","195500","-4000","-2.01","7375","26.51",,,"108643","1.80","950","0.49"
"079160","CJ CGV ","98700","-600","-0.60","787","125.41",,,"18048","5.47","350","0.35"
"000120","CJ대한통운 ","190000","2000","1.06","2510","75.70",,,"98141","1.94","0","0.00"
"011150","CJ씨푸드 ","3555","15","0.42","91","39.07",,,"1310","2.71","0","0.00"
"011155","CJ씨푸드1우 ","16850","-50","-0.30",,,,,,,"0","0.00"
"001045","CJ우 ","96500","-1900","-1.93",,,,,,,"1000","1.04"
"097950","CJ제일제당 ","347500","-5500","-1.56","6530","53.22",,,"206344","1.68","2000","0.58"
"097955","CJ제일제당 우 ","209000","4000","1.95",,,,,,,"2050","0.98"
"037560","CJ헬로비전 ","12750","-50","-0.39","332","38.40",,,"11653","1.09","75","0.59"
"000590","CS홀딩스 ","74400","700","0.95","6412","11.60",,,"165649","0.45","0","0.00"
"139130","DGB금융지주 ","8900","-200","-2.20","1714","5.19",,,"21797","0.41","320","3.60"
"004840","DRB동일 ","12900","150","1.18","2261","5.71",,,"14251","0.91","60","0.47"
"155660","DSR ","4555","515","12.75","423","10.77",,,"6948","0.66","30","0.66"
"069730","DSR제강 ","4195","55","1.33","507","8.27",,,"7555","0.56","30","0.72"
"017940","E1 ","65000","1400","2.20","7096","9.16",,,"166331","0.39","2000","3.08"
"007700","F&F ","14450","-50","-0.34","908","15.91",,,"12307","1.17","150","1.04"
"114090","GKL ","22850","-300","-1.30","1884","12.13",,,"6974","3.28","1002","4.39"
"078930","GS ","59000","600","1.03",,,,,"62374","0.95","1200","2.03"
"006360","GS건설 ","27300","-550","-1.97",,,,,"46070","0.59","0","0.00"
"001250","GS글로벌 ","4410","-70","-1.56","320","13.78",,,"11121","0.40","125","2.83"
"007070","GS리테일 ","47150","1400","3.06","1445","32.63",,,"21838","2.16","600","1.27"
"078935","GS우 ","36000","400","1.12",,,,,,,"1250","3.47"
"001500","HMC투자증권 ","9860","-130","-1.30","225","43.82",,,"22972","0.43","150","1.52"
"003560","IHQ ","2215","-25","-1.12",,,,,"794","2.79","0","0.00"
"175330","JB금융지주 ","5800","60","1.05","5281","1.10",,,"14769","0.39","100","1.72"
"001060","JW중외제약 ","35200","-300","-0.85","40","880.00",,,"12840","2.74","125","0.36"
"001067","JW중외제약2우B ","33750","50","0.15",,,,,,,"125","0.37"
"001065","JW중외제약우 ","21900","0","0.00",,,,,,,"150","0.68"
"096760","JW홀딩스 ","8050","-50","-0.62",,,,,"1744","4.62","25","0.31"
"105560","KB금융 ","31850","0","0.00","3626","8.78",,,"70700","0.45","780","2.45"
"002550","KB손해보험 ","34050","400","1.19","2686","12.68",,,"29141","1.17","500","1.47"
"002380","KCC ","416000","7500","1.84","33250","12.51",,,"589064","0.71","9000","2.16"
"009070","KCTC ","3310","30","0.91","555","5.96",,,"5438","0.61","30","0.91"
"009440","KC그린홀딩스 ","7710","-60","-0.77","111","69.46",,,"6479","1.19","50","0.65"
"119650","KC코트렐 ","5300","30","0.57",,,,,"6032","0.88","0","0.00"
"092220","KEC ","1185","10","0.85","89","13.31",,,"2490","0.48","0","0.00"
"109070","KGP ","1135","10","0.89",,,,,"275","4.13","0","0.00"
"001390","KG케미칼 ","15050","100","0.67","1275","11.80",,,"18227","0.83","350","2.33"
"001940","KISCO홀딩스 ","66000","-1000","-1.49","1665","39.64",,,"177506","0.37","900","1.36"
"083420","KPX그린케미칼 ","4580","-110","-2.35","649","7.06",,,"5791","0.79","160","3.49"
"025000","KPX케미칼 ","53300","-900","-1.66","8243","6.47",,,"77767","0.69","1750","3.28"
"092230","KPX홀딩스 ","62800","500","0.80","6713","9.35",,,"127291","0.49","2100","3.34"
"000040","KR모터스 ","1140","5","0.44",,,,,"385","2.96","0","0.00"
"044450","KSS해운 ","16650","0","0.00","1815","9.17",,,"15902","1.05","200","1.20"
"030200","KT ","29800","50","0.17",,,,,"39604","0.75","0","0.00"
"033780","KT&G ","110000","-1500","-1.35","6558","16.77",,,"41012","2.68","3400","3.09"
"030210","KTB투자증권 ","2800","-90","-3.11",,,,,"5330","0.53","0","0.00"
"058850","KTcs ","3235","-20","-0.61","334","9.69",,,"3357","0.96","120","3.71"
"093050","LF ","25900","100","0.39","2772","9.34",,,"33599","0.77","500","1.93"
"003550","LG ","68500","-100","-0.15","4804","14.26",,,"69664","0.98","1000","1.46"
"034220","LG디스플레이 ","26600","50","0.19","2527","10.53",,,"31948","0.83","500","1.88"
"001120","LG상사 ","35800","450","1.27",,,,,"36809","0.97","300","0.84"
"068870","LG생명과학 ","67200","200","0.30",,,,,"14817","4.54","0","0.00"
"068875","LG생명과학우 ","40700","100","0.25",,,,,,,"0","0.00"
"051900","LG생활건강 ","945000","5000","0.53","20842","45.34",,,"92417","10.23","4000","0.42"
"051905","LG생활건강우 ","447000","-6000","-1.32",,,,,,,"4050","0.91"
"003555","LG우 ","45800","-200","-0.43",,,,,,,"1050","2.29"
"032640","LG유플러스 ","11050","-100","-0.90","523","21.13",,,"9567","1.16","150","1.36"
"011070","LG이노텍 ","79300","0","0.00","4761","16.66",,,"71681","1.11","250","0.32"
"066570","LG전자 ","61600","-1200","-1.91","2213","27.84",,,"64808","0.95","400","0.65"
"066575","LG전자우 ","32550","-300","-0.91",,,,,,,"450","1.38"
"108670","LG하우시스 ","138500","-1500","-1.07","6456","21.45",,,"82637","1.68","1800","1.30"
"108675","LG하우시스우 ","82400","0","0.00",,,,,,,"1850","2.25"
"051910","LG화학 ","327500","-3500","-1.06","11798","27.76",,,"164275","1.99","4000","1.22"
"051915","LG화학우 ","227000","-7000","-2.99",,,,,,,"4050","1.78"
"079550","LIG넥스원 ","105500","2000","1.93","2528","41.73",,,"17906","5.89","670","0.64"
"006260","LS ","44800","800","1.82","1620","27.65",,,"74691","0.60","1250","2.79"
"000680","LS네트웍스 ","3540","-15","-0.42","7","505.71",,,"9761","0.36","10","0.28"
"010120","LS산전 ","47650","1200","2.58","3642","13.08",,,"33098","1.44","1300","2.73"
"023150","MH에탄올 ","7700","-110","-1.41",,,,,"7154","1.08","200","2.60"
"035420","NAVER ","637000","0","0.00","15277","41.70",,,"54486","11.69","782","0.12"
"181710","NHN엔터테인먼트 ","55000","600","1.10","3249","16.93",,,"64963","0.85","0","0.00"
"005940","NH투자증권 ","9930","-220","-2.17","388","25.59",,,"14550","0.68","160","1.61"
"005945","NH투자증권우 ","6450","-50","-0.77",,,,,,,"210","3.26"
"034310","NICE ","19750","-50","-0.25","848","23.29",,,"11795","1.67","110","0.56"
"008260","NI스틸 ","2585","55","2.17","186","13.90",,,"2552","1.01","50","1.93"
"004250","NPC ","7510","-60","-0.79","644","11.66",,,"4404","1.71","70","0.93"
"004255","NPC우 ","3310","15","0.46",,,,,,,"75","2.27"
"010060","OCI ","106000","1000","0.95",,,,,"116845","0.91","200","0.19"
"005490","POSCO ","219500","0","0.00","7432","29.53",,,"476991","0.46","8000","3.64"
"100840","S&TC ","22950","-800","-3.37","1590","14.43",,,"29319","0.78","500","2.18"
"064960","S&T모티브 ","69100","-2500","-3.49","4371","15.81",,,"40062","1.72","800","1.16"
"003570","S&T중공업 ","13850","0","0.00","85","162.94",,,"20149","0.69","100","0.72"
"036530","S&T홀딩스 ","24800","-350","-1.39","1941","12.78",,,"35949","0.69","200","0.81"
"010950","S-Oil ","97900","1500","1.56",,,,,"42100","2.33","150","0.15"
"010955","S-Oil우 ","59000","1100","1.90",,,,,,,"175","0.30"
