종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"095570","AJ네트웍스 ","40300","300","0.75","2732","14.75",,,"23715","1.70","0","0.00"
"068400","AJ렌터카 ","10800","-100","-0.92","860","12.56",,,"9426","1.15","0","0.00"
"006840","AK홀딩스 ","60000","-600","-0.99","5549","10.81",,,"42221","1.42","350","0.58"
"027410","BGF리테일 ","186000","0","0.00","4238","43.89",,,"22686","8.20","600","0.32"
"138930","BNK금융지주 ","9290","-100","-1.06","3661","2.54",,,"19542","0.48","200","2.15"
"001460","BYC ","478000","-2000","-0.42","30221","15.82",,,"434980","1.10","800","0.17"
"001465","BYC우 ","202000","500","0.25",,,,,,,"850","0.42"
"001040","CJ ","214000","-2000","-0.93","7375","29.02",,,"108643","1.97","950","0.44"
"079160","CJ CGV ","114500","2500","2.23","787","145.49",,,"18048","6.34","350","0.31"
"000120","CJ대한통운 ","194500","-2500","-1.27","2510","77.49",,,"98141","1.98","0","0.00"
"011150","CJ씨푸드 ","3445","-30","-0.86","91","37.86",,,"1310","2.63","0","0.00"
"011155","CJ씨푸드1우 ","16300","-50","-0.31",,,,,,,"0","0.00"
"001045","CJ우 ","103000","0","0.00",,,,,,,"1000","0.97"
"097950","CJ제일제당 ","380000","2000","0.53","6530","58.19",,,"206344","1.84","2000","0.53"
"097955","CJ제일제당 우 ","210000","2000","0.96",,,,,,,"2050","0.98"
"037560","CJ헬로비전 ","12300","100","0.82","332","37.05",,,"11653","1.06","75","0.61"
"000590","CS홀딩스 ","78600","-100","-0.13","6412","12.26",,,"165649","0.47","0","0.00"
"139130","DGB금융지주 ","9170","-40","-0.43","1714","5.35",,,"21797","0.42","320","3.49"
"004840","DRB동일 ","12350","0","0.00","2261","5.46",,,"14251","0.87","60","0.49"
"155660","DSR ","4185","-85","-1.99","423","9.89",,,"6948","0.60","30","0.72"
"069730","DSR제강 ","3980","-20","-0.50","507","7.85",,,"7555","0.53","30","0.75"
"017940","E1 ","62600","300","0.48","7096","8.82",,,"166331","0.38","2000","3.19"
"007700","F&F ","13000","-350","-2.62","908","14.32",,,"12307","1.06","150","1.15"
"114090","GKL ","28850","-50","-0.17","1884","15.31",,,"6974","4.14","1002","3.47"
"078930","GS ","55300","-800","-1.43",,,,,"62374","0.89","1200","2.17"
"006360","GS건설 ","31000","1000","3.33",,,,,"46070","0.67","0","0.00"
"001250","GS글로벌 ","3330","20","0.60","228","14.61",,,"7908","0.42","125","3.75"
"007070","GS리테일 ","53500","300","0.56","1445","37.02",,,"21838","2.45","600","1.12"
"078935","GS우 ","35450","-500","-1.39",,,,,,,"1250","3.53"
"001500","HMC투자증권 ","10550","550","5.50","225","46.89",,,"22972","0.46","150","1.42"
"003560","IHQ ","2250","-30","-1.32",,,,,"794","2.83","0","0.00"
"175330","JB금융지주 ","5850","-30","-0.51","5281","1.11",,,"14769","0.40","100","1.71"
"001060","JW중외제약 ","39850","-900","-2.21","40","996.25",,,"12840","3.10","125","0.31"
"001067","JW중외제약2우B ","32150","150","0.47",,,,,,,"125","0.39"
"001065","JW중외제약우 ","23700","-100","-0.42",,,,,,,"150","0.63"
"096760","JW홀딩스 ","9580","-230","-2.34",,,,,"1744","5.49","25","0.26"
"105560","KB금융 ","34800","-450","-1.28","3626","9.60",,,"70700","0.49","780","2.24"
"002550","KB손해보험 ","31000","-400","-1.27","2686","11.54",,,"29141","1.06","500","1.61"
"002380","KCC ","425000","-2000","-0.47","33250","12.78",,,"589064","0.72","9000","2.12"
"009070","KCTC ","3405","5","0.15","555","6.14",,,"5438","0.63","30","0.88"
"009440","KC그린홀딩스 ","8740","-200","-2.24","111","78.74",,,"6479","1.35","50","0.57"
"119650","KC코트렐 ","5320","50","0.95",,,,,"6032","0.88","0","0.00"
"092220","KEC ","1095","-45","-3.95","89","12.30",,,"2490","0.44","0","0.00"
"109070","KGP ","1285","-20","-1.53",,,,,"275","4.67","0","0.00"
"001390","KG케미칼 ","15950","50","0.31","1275","12.51",,,"18227","0.88","350","2.19"
"001940","KISCO홀딩스 ","69400","1500","2.21","1665","41.68",,,"177506","0.39","900","1.30"
"083420","KPX그린케미칼 ","4515","-10","-0.22","649","6.96",,,"5791","0.78","160","3.54"
"025000","KPX케미칼 ","51500","-100","-0.19","8243","6.25",,,"77767","0.66","1750","3.40"
"092230","KPX홀딩스 ","64300","-1100","-1.68","6713","9.58",,,"127291","0.51","2100","3.27"
"000040","KR모터스 ","1200","-20","-1.64",,,,,"385","3.12","0","0.00"
"044450","KSS해운 ","17000","200","1.19","1815","9.37",,,"15902","1.07","200","1.18"
"030200","KT ","30550","-150","-0.49",,,,,"39604","0.77","0","0.00"
"033780","KT&G ","123000","0","0.00","6558","18.76",,,"41012","3.00","3400","2.76"
"030210","KTB투자증권 ","2730","-30","-1.09",,,,,"5330","0.51","0","0.00"
"058850","KTcs ","3110","20","0.65","334","9.31",,,"3357","0.93","120","3.86"
"093050","LF ","25750","-450","-1.72","2772","9.29",,,"33599","0.77","500","1.94"
"003550","LG ","68100","-900","-1.30","4804","14.18",,,"69664","0.98","1000","1.47"
"034220","LG디스플레이 ","23900","50","0.21","2527","9.46",,,"31948","0.75","500","2.09"
"001120","LG상사 ","37900","900","2.43",,,,,"36809","1.03","300","0.79"
"068870","LG생명과학 ","68700","-1000","-1.43",,,,,"14817","4.64","0","0.00"
"068875","LG생명과학우 ","41650","-150","-0.36",,,,,,,"0","0.00"
"051900","LG생활건강 ","1007000","9000","0.90","20842","48.32",,,"92417","10.90","4000","0.40"
"051905","LG생활건강우 ","589000","10000","1.73",,,,,,,"4050","0.69"
"003555","LG우 ","46950","-150","-0.32",,,,,,,"1050","2.24"
"032640","LG유플러스 ","11200","50","0.45","523","21.41",,,"9567","1.17","150","1.34"
"011070","LG이노텍 ","73700","-600","-0.81","4761","15.48",,,"71681","1.03","250","0.34"
"066570","LG전자 ","58200","0","0.00","2213","26.30",,,"64808","0.90","400","0.69"
"066575","LG전자우 ","31150","0","0.00",,,,,,,"450","1.44"
"108670","LG하우시스 ","150000","1500","1.01","6456","23.23",,,"82637","1.82","1800","1.20"
"108675","LG하우시스우 ","83200","-1600","-1.89",,,,,,,"1850","2.22"
"051910","LG화학 ","297000","-6000","-1.98","11798","25.17",,,"164275","1.81","4000","1.35"
"051915","LG화학우 ","197500","-6000","-2.95",,,,,,,"4050","2.05"
"079550","LIG넥스원 ","89300","2100","2.41","2528","35.32",,,"17906","4.99","670","0.75"
"006260","LS ","50800","1050","2.11","1620","31.36",,,"74691","0.68","1250","2.46"
"000680","LS네트웍스 ","3450","-5","-0.14","7","492.86",,,"9761","0.35","10","0.29"
"010120","LS산전 ","52300","1300","2.55","3642","14.36",,,"33098","1.58","1300","2.49"
"023150","MH에탄올 ","8190","20","0.24",,,,,"7154","1.14","200","2.44"
"035420","NAVER ","677000","18000","2.73","15277","44.31",,,"54486","12.43","782","0.12"
"181710","NHN엔터테인먼트 ","60500","100","0.17","3249","18.62",,,"64963","0.93","0","0.00"
"005940","NH투자증권 ","9950","0","0.00","388","25.64",,,"14550","0.68","160","1.61"
"005945","NH투자증권우 ","6720","-20","-0.30",,,,,,,"210","3.13"
"034310","NICE ","20300","450","2.27","848","23.94",,,"11795","1.72","110","0.54"
"008260","NI스틸 ","2635","0","0.00","186","14.17",,,"2552","1.03","50","1.90"
"004250","NPC ","7470","10","0.13","644","11.60",,,"4404","1.70","70","0.94"
"004255","NPC우 ","3240","-15","-0.46",,,,,,,"75","2.31"
"010060","OCI ","113500","3000","2.71",,,,,"116845","0.97","200","0.18"
"005490","POSCO ","240500","4500","1.91","7432","32.36",,,"476991","0.50","8000","3.33"
"100840","S&TC ","26000","-250","-0.95","1590","16.35",,,"29319","0.89","500","1.92"
"064960","S&T모티브 ","66600","700","1.06","4371","15.24",,,"40062","1.66","800","1.20"
"003570","S&T중공업 ","11200","100","0.90","85","131.76",,,"20149","0.56","100","0.89"
"036530","S&T홀딩스 ","23850","-50","-0.21","1941","12.29",,,"35949","0.66","200","0.84"
"010950","S-Oil ","87100","-1800","-2.02",,,,,"42100","2.07","150","0.17"
"010955","S-Oil우 ","54300","-700","-1.27",,,,,,,"175","0.32"
"034120","SBS ","28550","-250","-0.87",,,,,"29596","0.96","0","0.00"
"101060","SBS미디어홀딩스 ","3315","-25","-0.75","118","28.09",,,"4732","0.70","25","0.75"
"004060","SG세계물산 ","1130","-35","-3.00",,,,,"984","1.15","0","0.00"
"001380","SG충방 ","2770","-80","-2.81",,,,,"2984","0.93","0","0.00"
"002360","SH에너지화학 ","1510","25","1.68","147","10.27",,,"741","2.04","45","2.98"
"009160","SIMPAC ","5060","-30","-0.59","530","9.55",,,"7518","0.67","80","1.58"
"123700","SJM ","7500","-180","-2.34","1002","7.49",,,"8750","0.86","200","2.67"
"025530","SJM홀딩스 ","5940","0","0.00","612","9.71",,,"8382","0.71","200","3.37"
"034730","SK ","224000","-3000","-1.32","2891","77.48",,,"51709","4.33","2000","0.89"
"011790","SKC ","28050","-250","-0.88","1931","14.53",,,"33491","0.84","550","1.96"
"018670","SK가스 ","85100","-800","-0.93","11465","7.42",,,"134489","0.63","2000","2.35"
"001740","SK네트웍스 ","6790","-30","-0.44","127","53.46",,,"10172","0.67","100","1.47"
"001745","SK네트웍스우 ","73000","5100","7.51",,,,,,,"125","0.17"
"210980","SK디앤디 ","57300","200","0.35","2864","20.01",,,"15666","3.66","520","0.91"
"03473K","SK우 ","136000","-1500","-1.09",,,,,,,"0","0.00"
