종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"060310","3S ","3325","-5","-0.15","16","207.81",,,"792","4.20","0","0.00"
"095570","AJ네트웍스 ","5410","-50","-0.92",,,,,"6089","0.89","210","3.88"
"006840","AK홀딩스 ","19300","-100","-0.52",,,,,"50471","0.38","400","2.07"
"054620","APS홀딩스 ","14850","-450","-2.94",,,,,"8135","1.83","0","0.00"
"265520","AP시스템 ","25200","100","0.40","1736","14.52","3864","6.52","9041","2.79","120","0.48"
"211270","AP위성 ","14500","50","0.35",,,,,"5321","2.73","70","0.48"
"027410","BGF ","5290","-20","-0.38","285","18.56","136","38.95","15781","0.34","110","2.08"
"282330","BGF리테일 ","145500","-500","-0.34","7103","20.48","10381","14.02","40317","3.61","2400","1.65"
"032790","BNGT ","4075","0","0.00",,,,,"1038","3.93","0","0.00"
"138930","BNK금융지주 ","8400","0","0.00","1498","5.61","2685","3.13","26781","0.31","320","3.81"
"001460","BYC ","450500","-11500","-2.49","21904","20.57",,,"538911","0.84","1100","0.24"
"001465","BYC우 ","184500","500","0.27",,,,,,,"1150","0.62"
"013720","CBI ","3305","-245","-6.90",,,,,"485","6.81","0","0.00"
"001040","CJ ","83400","-1100","-1.30","2581","32.31","11989","6.96","130202","0.64","2000","2.40"
"079160","CJ CGV ","25050","100","0.40",,,,,"3812","6.57","0","0.00"
"035760","CJ ENM ","138800","-800","-0.57","2870","48.36","10743","12.92","156746","0.89","1600","1.15"
"00104K","CJ4우(전환) ","70500","-1500","-2.08",,,,,,,"2000","2.84"
"000120","CJ대한통운 ","126000","-500","-0.40","5683","22.17","8692","14.50","146331","0.86","0","0.00"
"011150","CJ씨푸드 ","3800","80","2.15","58","65.52",,,"1823","2.08","0","0.00"
"011155","CJ씨푸드1우 ","36850","-50","-0.14",,,,,,,"0","0.00"
"001045","CJ우 ","53800","-200","-0.37",,,,,,,"2050","3.81"
"097950","CJ제일제당 ","387500","-1000","-0.26","42783","9.06","39913","9.71","321970","1.20","4000","1.03"
"097955","CJ제일제당 우 ","177500","-1500","-0.84",,,,,,,"4050","2.28"
"051500","CJ프레시웨이 ","28750","-150","-0.52",,,"3058","9.40","15839","1.82","0","0.00"
"058820","CMG제약 ","3835","5","0.13","2","1917.50",,,"1304","2.94","0","0.00"
"023460","CNH ","2545","-5","-0.20","824","3.09",,,"3446","0.74","50","1.96"
"056730","CNT85 ","1550","0","0.00",,,,,"319","4.86","0","0.00"
"056000","COWON ","2860","0","0.00","20","143.00",,,"1435","1.99","0","0.00"
"065770","CS ","4285","175","4.26","9","476.11",,,"1170","3.66","0","0.00"
"083660","CSA 코스믹 ","1600","0","0.00",,,,,"313","5.11","0","0.00"
"000590","CS홀딩스 ","64100","100","0.16","6657","9.63",,,"210057","0.31","500","0.78"
"012030","DB ","950","6","0.64","33","28.79",,,"1559","0.61","0","0.00"
"367340","DB금융스팩8호 ","2115","0","0.00",,,,,,,"0","0.00"
"367360","DB금융스팩9호 ","2095","0","0.00",,,,,,,"0","0.00"
"016610","DB금융투자 ","6580","50","0.77","2327","2.83",,,"18855","0.35","300","4.56"
"005830","DB손해보험 ","54000","0","0.00","9171","5.89","9237","5.85","90596","0.60","2200","4.07"
"000990","DB하이텍 ","72700","-400","-0.55","3822","19.02","7937","9.16","17851","4.07","350","0.48"
"000995","DB하이텍1우 ","102000","0","0.00",,,,,,,"400","0.39"
"139130","DGB금융지주 ","9380","-40","-0.42","1908","4.92","3000","3.13","29493","0.32","390","4.16"
"001530","DI동일 ","277000","1000","0.36","10465","26.47",,,"194867","1.42","1500","0.54"
"000210","DL ","60900","-700","-1.14","13077","4.66","17774","3.43","67178","0.91","1300","2.13"
"001880","DL건설 ","27150","50","0.18","7953","3.41","7081","3.83","34403","0.79","550","2.03"
"000215","DL우 ","37000","-700","-1.86",,,,,,,"1350","3.65"
"375500","DL이앤씨 ","119000","-1000","-0.83",,,"30635","3.88",,,"0","0.00"
"37550K","DL이앤씨우 ","69800","-400","-0.57",,,,,,,"0","0.00"
