종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"068400","AJ렌터카 ","11650","-150","-1.27","910","12.80",,,"7647","1.52","0","0.00"
"006840","AK홀딩스 ","41350","-800","-1.90","22933","1.80",,,"33073","1.25","150","0.36"
"138930","BS금융지주 ","16300","50","0.31","1869","8.72",,,"16833","0.97","330","2.02"
"001460","BYC ","189500","-1500","-0.79","39163","4.84",,,"396687","0.48","850","0.45"
"001465","BYC우 ","70100","0","0.00",,,,,,,"900","1.28"
"001040","CJ ","104000","2500","2.46","7801","13.33",,,"101632","1.02","650","0.63"
"079160","CJ CGV ","48150","-50","-0.10","2626","18.34",,,"16762","2.87","350","0.73"
"000120","CJ대한통운 ","91800","1800","2.00","4763","19.27",,,"100335","0.91","0","0.00"
"011150","CJ씨푸드 ","2445","-5","-0.20","158","15.47",,,"1080","2.26","0","0.00"
"011155","CJ씨푸드1우 ","6260","380","6.46",,,,,,,"0","0.00"
"001045","CJ우 ","37800","500","1.34",,,,,,,"700","1.85"
"097950","CJ제일제당 ","258000","3000","1.18","18369","14.05",,,"206383","1.25","1800","0.70"
"097955","CJ제일제당 우 ","86700","900","1.05",,,,,,,"1850","2.13"
"037560","CJ헬로비전 ","18450","-300","-1.60","1491","12.37",,,"9354","1.97","0","0.00"
"000590","CS홀딩스 ","35950","400","1.13","5708","6.30",,,"146972","0.24","0","0.00"
"139130","DGB금융지주 ","17000","0","0.00","2039","8.34",,,"18823","0.90","330","1.94"
"004840","DRB동일 ","8690","-430","-4.71","1555","5.59",,,"12043","0.72","40","0.46"
"155660","DSR ","3905","5","0.13","758","5.15",,,"5128","0.76","0","0.00"
"069730","DSR제강 ","3380","75","2.27","86","39.30",,,"6964","0.49","30","0.89"
"017940","E1 ","72100","-1100","-1.50","15096","4.78",,,"154916","0.47","1600","2.22"
"007700","F&F ","7200","220","3.15","526","13.69",,,"11083","0.65","100","1.39"
"114090","GKL ","40250","650","1.64","2328","17.29",,,"5358","7.51","1217","3.02"
"078930","GS ","56600","700","1.25","5217","10.85",,,"66978","0.85","1350","2.39"
"006360","GS건설 ","30250","500","1.68","2063","14.66",,,"72576","0.42","250","0.83"
"001250","GS글로벌 ","9130","0","0.00","906","10.08",,,"10444","0.87","125","1.37"
"007070","GS리테일 ","28300","-850","-2.92","1603","17.65",,,"19798","1.43","400","1.41"
"078935","GS우 ","29500","0","0.00",,,,,,,"1400","4.75"
